dataset,repeat,split_id,seed,split_policy,method,grid_id,num_nodes,num_features,num_classes,train_size,val_size,test_size,lambda_smooth,d_s,d_r,tau_gate,gamma,fit_time_sec,selection_rule,alpha_mode,alpha_nonzero,learned_alpha_nonzero,alpha_abs_sum,overlap_abs_sum,overlap_max,gate_mean,gate_min,gate_max,base_abs_mean,cross_abs_mean,gamma_cross_abs_mean,final_abs_mean,train_acc,val_acc,test_acc,time_sec
actor,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,12,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.83,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.5836734151760805,0.5836734151760805,0.09219214693772478,0.5,0.5,0.5,915.4858622908872,0.025178530663363122,0.25178530663363125,915.2340769842535,0.460800439119339,0.33552631735801697,0.33157894015312195,5.863
actor,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,13,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.83,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.5836734151760805,0.5836734151760805,0.09219214693772478,0.5,0.5,0.5,915.4858622908872,0.025178530663363122,2.517853066336312,912.9680092245509,0.4638157784938812,0.3371710479259491,0.33618420362472534,5.86
actor,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,14,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.83,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.5836734151760805,0.5836734151760805,0.09219214693772478,0.5,0.5,0.5,915.4858622908872,0.025178530663363122,25.178530663363123,891.6056304341423,0.36513158679008484,0.30304276943206787,0.3052631616592407,5.853
actor,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,15,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.83,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.5836734151760805,0.5836734151760805,0.09219214693772478,0.5,0.5,0.5,915.4858622908872,0.025178530663363122,0.0,915.4858622908872,0.4597039520740509,0.33388158679008484,0.33157894015312195,5.857
actor,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,16,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.83,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.5836734151760805,0.5836734151760805,0.09219214693772478,0.5,0.5,0.5,915.4858622908872,0.025178530663363122,0.025178530663363122,915.5110408215508,0.4599780738353729,0.33388158679008484,0.33157894015312195,5.857
actor,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,17,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.83,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.5836734151760805,0.5836734151760805,0.09219214693772478,0.5,0.5,0.5,915.4858622908872,0.025178530663363122,0.25178530663363125,915.7376475975208,0.46052631735801697,0.3334704041481018,0.33157894015312195,5.855
actor,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,18,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.83,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.5836734151760805,0.5836734151760805,0.09219214693772478,0.5,0.5,0.5,915.4858622908872,0.025178530663363122,2.517853066336312,918.0037153572237,0.4599780738353729,0.3334704041481018,0.32960525155067444,5.865
actor,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,19,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.83,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.5836734151760805,0.5836734151760805,0.09219214693772478,0.5,0.5,0.5,915.4858622908872,0.025178530663363122,25.178530663363123,940.6643929542503,0.3917214870452881,0.2705592215061188,0.253947377204895,5.857
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,0,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,2,0.0,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.0,0.0,914.7577404893528,0.46820175647735596,0.3310032784938812,0.32960525155067444,5.661
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,1,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.0,0.0,914.7577404893528,0.46820175647735596,0.3310032784938812,0.32960525155067444,5.66
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,2,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.0,0.0,914.7577404893528,0.46820175647735596,0.3310032784938812,0.32960525155067444,5.657
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,3,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.0,0.0,914.7577404893528,0.46820175647735596,0.3310032784938812,0.32960525155067444,5.656
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,4,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.0,0.0,914.7577404893528,0.46820175647735596,0.3310032784938812,0.32960525155067444,5.645
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,5,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.0,0.0,914.7577404893528,0.46820175647735596,0.3310032784938812,0.32960525155067444,5.677
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,6,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.0,0.0,914.7577404893528,0.46820175647735596,0.3310032784938812,0.32960525155067444,5.669
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,7,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.0,0.0,914.7577404893528,0.46820175647735596,0.3310032784938812,0.32960525155067444,5.65
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,8,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.0,0.0,914.7577404893528,0.46820175647735596,0.3310032784938812,0.32960525155067444,5.635
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,9,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.0,0.0,914.7577404893528,0.46820175647735596,0.3310032784938812,0.32960525155067444,5.636
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,10,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,0,0.6056113160971268,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.034257980182514566,0.0,914.7577404893528,0.46820175647735596,0.3310032784938812,0.32960525155067444,5.655
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,11,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.6056113160971268,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.034257980182514566,0.034257980182514566,914.7234825091704,0.46820175647735596,0.33141446113586426,0.32960525155067444,5.649
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,12,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.6056113160971268,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.034257980182514566,0.3425798018251457,914.4151606875278,0.46792763471603394,0.3305920958518982,0.3302631676197052,5.643
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,13,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.6056113160971268,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.034257980182514566,3.4257980182514567,911.3329002723373,0.4638157784938812,0.3318256437778473,0.3236842155456543,5.663
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,14,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.6056113160971268,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.034257980182514566,34.257980182514565,893.5004714272195,0.3643092215061188,0.3059210479259491,0.29539474844932556,5.649
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,15,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.6056113160971268,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.034257980182514566,0.0,914.7577404893528,0.46820175647735596,0.3310032784938812,0.32960525155067444,5.643
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,16,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.6056113160971268,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.034257980182514566,0.034257980182514566,914.7919984695354,0.468475878238678,0.3305920958518982,0.32960525155067444,5.66
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,17,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.6056113160971268,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.034257980182514566,0.3425798018251457,915.100320291178,0.469024121761322,0.3310032784938812,0.32960525155067444,5.67
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,18,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.6056113160971268,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.034257980182514566,3.4257980182514567,918.1835385076043,0.46929824352264404,0.3318256437778473,0.3276315927505493,5.667
actor,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,19,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.631,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.6056113160971268,0.6056113160971268,0.10653522605764457,0.5,0.5,0.5,914.7577404893528,0.034257980182514566,34.257980182514565,949.0157206718675,0.38870614767074585,0.27425986528396606,0.2638157904148102,5.669
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,0,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,2,0.0,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.0,0.0,914.238442824241,0.460800439119339,0.32730263471603394,0.3197368383407593,5.572
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,1,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.0,0.0,914.238442824241,0.460800439119339,0.32730263471603394,0.3197368383407593,5.589
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,2,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.0,0.0,914.238442824241,0.460800439119339,0.32730263471603394,0.3197368383407593,5.578
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,3,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.0,0.0,914.238442824241,0.460800439119339,0.32730263471603394,0.3197368383407593,5.597
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,4,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.0,0.0,914.238442824241,0.460800439119339,0.32730263471603394,0.3197368383407593,5.578
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,5,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.0,0.0,914.238442824241,0.460800439119339,0.32730263471603394,0.3197368383407593,5.576
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,6,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.0,0.0,914.238442824241,0.460800439119339,0.32730263471603394,0.3197368383407593,5.573
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,7,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.0,0.0,914.238442824241,0.460800439119339,0.32730263471603394,0.3197368383407593,5.555
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,8,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.0,0.0,914.238442824241,0.460800439119339,0.32730263471603394,0.3197368383407593,5.575
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,9,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.0,0.0,914.238442824241,0.460800439119339,0.32730263471603394,0.3197368383407593,5.562
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,10,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,0,0.9670149463898896,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.07588351077020934,0.0,914.238442824241,0.460800439119339,0.32730263471603394,0.3197368383407593,5.583
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,11,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.9670149463898896,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.07588351077020934,0.07588351077020934,914.162559313471,0.460800439119339,0.32771381735801697,0.3197368383407593,5.581
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,12,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.9670149463898896,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.07588351077020934,0.7588351077020934,913.479607716539,0.46271929144859314,0.32853618264198303,0.3190789520740509,5.575
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,13,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.9670149463898896,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.07588351077020934,7.588351077020934,906.6927291435145,0.45531797409057617,0.32648026943206787,0.3230263292789459,5.565
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,14,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.9670149463898896,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.07588351077020934,75.88351077020934,891.9171404243217,0.31304824352264404,0.27425986528396606,0.3039473593235016,5.568
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,15,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.9670149463898896,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.07588351077020934,0.0,914.238442824241,0.460800439119339,0.32730263471603394,0.3197368383407593,5.566
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,16,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.9670149463898896,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.07588351077020934,0.07588351077020934,914.3143263350112,0.460800439119339,0.32730263471603394,0.3197368383407593,5.57
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,17,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.9670149463898896,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.07588351077020934,0.7588351077020934,914.9972779319431,0.46271929144859314,0.32894736528396606,0.3217105269432068,5.572
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,18,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.9670149463898896,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.07588351077020934,7.588351077020934,921.8267939012619,0.4580592215061188,0.3231907784938812,0.3190789520740509,5.571
actor,2,2,2,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,19,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.546,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.9670149463898896,0.9670149463898896,0.12463825235419529,0.5,0.5,0.5,914.238442824241,0.07588351077020934,75.88351077020934,990.1219535944505,0.31167763471603394,0.22820723056793213,0.21052631735801697,5.566
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,0,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,3,0.0,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.0,0.0,914.1846505794311,0.4756030738353729,0.3371710479259491,0.32039472460746765,5.565
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,1,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.0,0.0,914.1846505794311,0.4756030738353729,0.3371710479259491,0.32039472460746765,5.581
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,2,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.0,0.0,914.1846505794311,0.4756030738353729,0.3371710479259491,0.32039472460746765,5.572
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,3,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.0,0.0,914.1846505794311,0.4756030738353729,0.3371710479259491,0.32039472460746765,5.571
